"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","0.47","GB","SF","20","2024-01-20","4","8:50","1","10","(8:50) PENALTY on SF-91-A.Armstead, Neutral Zone Infraction, 5 yards, enforced at SF 37 - No Play.","Box Score"
"","0.38","BAL","HOU","20","2024-01-20","3","0:02","1","10","(:02) (Shotgun) PENALTY on HOU-52-J.Greenard, Neutral Zone Infraction, 5 yards, enforced at HOU 24 - No Play.","Box Score"
"","0.38","KC","BUF","20","2024-01-21","2","11:45","1","10","(11:45) (Shotgun) 15-P.Mahomes pass incomplete deep left to 83-N.Gray. PENALTY on BUF-31-R.Douglas, Defensive Holding, 5 yards, enforced at BUF 27 - No Play.","Box Score"
"","0.28","DET","TB","20","2024-01-21","4","3:09","1","10","(3:09) 16-J.Goff sacked at DET 47 for -4 yards (7-S.Barrett). PENALTY on TB-24-C.Davis, Illegal Use of Hands, 5 yards, enforced at TB 49 - No Play.","Box Score"
"","0.00","KC","BUF","20","2024-01-21","4","14:20","0","0","(Kick formation) PENALTY on BUF-99-T.Settle, Encroachment, 5 yards, enforced between downs. KC elects to enforce penalty on kickoff.","Box Score"
"","-0.08","TB","DET","20","2024-01-21","3","3:29","1","5","(3:29) 6-B.Mayfield pass incomplete short middle to 88-C.Otton (6-I.Melifonwu) [91-L.Onwuzurike]. TB-1-R.White was injured during the play.  PENALTY on DET-6-I.Melifonwu, Defensive Holding, 5 yards, enforced at TB 30 - No Play.","Box Score"
"","-0.17","HOU","BAL","20","2024-01-20","4","5:41","3","14","(5:41) (No Huddle, Shotgun) PENALTY on HOU-78-L.Tunsil, False Start, 5 yards, enforced at HOU 25 - No Play.","Box Score"
"","-0.17","HOU","BAL","20","2024-01-20","1","5:14","3","16","(5:14) (Shotgun) PENALTY on HOU-69-S.Mason, False Start, 5 yards, enforced at BAL 42 - No Play.","Box Score"
"","-0.39","KC","BUF","20","2024-01-21","2","0:20","1","10","(:20) (Shotgun) 15-P.Mahomes pass short left to 10-I.Pacheco to KC 30 for -5 yards (40-V.Miller). Penalty on KC-74-J.Taylor, Illegal Use of Hands, declined. PENALTY on KC-79-D.Smith, Offensive Holding, 10 yards, enforced at KC 35 - No Play.","Box Score"
"","-0.49","HOU","BAL","20","2024-01-20","2","2:25","3","8","(2:25) (Shotgun) PENALTY on HOU-70-J.Scruggs, False Start, 5 yards, enforced at HOU 29 - No Play.","Box Score"
"","-0.62","SF","GB","20","2024-01-20","1","6:00","1","10","(6:00) (Shotgun) PENALTY on SF-65-A.Banks, False Start, 5 yards, enforced at SF 40 - No Play.","Box Score"
"","-0.64","BAL","HOU","20","2024-01-20","1","3:28","4","2","(3:28) 11-J.Stout punts 24 yards to BAL 45, Center-69-T.Ott, out of bounds. PENALTY on HOU-17-K.Boyd, Offensive Holding, 10 yards, enforced at BAL 45.","Box Score"
"","-0.64","HOU","BAL","20","2024-01-20","1","2:19","1","10","(2:19) (No Huddle, Shotgun) PENALTY on HOU-77-G.Fant, False Start, 5 yards, enforced at BAL 45 - No Play.","Box Score"
"","-0.65","BUF","KC","20","2024-01-21","3","3:29","3","8","(3:29) (Shotgun) PENALTY on BUF, Delay of Game, 5 yards, enforced at KC 8 - No Play.","Box Score"
"","-0.71","HOU","BAL","20","2024-01-20","1","6:14","1","10","(6:14) (No Huddle, Shotgun) PENALTY on HOU-78-L.Tunsil, False Start, 5 yards, enforced at BAL 36 - No Play.","Box Score"
"","-0.72","GB","SF","20","2024-01-20","1","2:03","1","10","(2:03) 10-J.Love pass incomplete short middle. PENALTY on GB-75-S.Rhyan, Ineligible Downfield Pass, 5 yards, enforced at SF 33 - No Play.","Box Score"
"","-0.76","BAL","HOU","20","2024-01-20","2","5:30","3","6","(5:30) (Shotgun) PENALTY on BAL-79-R.Stanley, False Start, 5 yards, enforced at BAL 26 - No Play.","Box Score"
"","-0.85","HOU","BAL","20","2024-01-20","1","0:40","3","8","(:40) (Shotgun) PENALTY on HOU, Delay of Game, 5 yards, enforced at BAL 27 - No Play.","Box Score"
"","-0.91","HOU","BAL","20","2024-01-20","4","6:07","2","10","(6:07) (Shotgun) 7-C.Stroud pass incomplete deep left to 86-D.Schultz. PENALTY on HOU-69-S.Mason, Offensive Holding, 10 yards, enforced at HOU 29 - No Play.","Box Score"
"","-0.95","BAL","HOU","20","2024-01-20","4","12:46","2","1","(12:46) (Shotgun) 43-J.Hill up the middle to BAL 35 for 4 yards (48-C.Harris). PENALTY on BAL, Illegal Shift, 5 yards, enforced at BAL 31 - No Play.","Box Score"
"","-1.14","DET","TB","20","2024-01-21","3","10:18","3","10","(10:18) (Shotgun) 16-J.Goff pass short middle to 8-J.Reynolds to DET 40 for 25 yards (54-L.David). PENALTY on DET-5-D.Montgomery, Chop Block, 7 yards, enforced at DET 15 - No Play.","Box Score"
"","-1.17","TB","DET","20","2024-01-21","3","8:22","4","14","(8:22) 5-J.Camarda punts 41 yards to DET 23, Center-97-Z.Triner. 19-D.Peoples-Jones to DET 31 for 8 yards (87-P.Durham). PENALTY on TB-8-S.Dennis, Illegal Formation, 5 yards, enforced at DET 31.","Box Score"
"","-1.26","TB","DET","20","2024-01-21","2","11:19","3","5","(11:19) (Shotgun) 6-B.Mayfield pass short middle to 22-C.Edmonds to TB 34 for 4 yards (42-J.Reeves-Maybin). PENALTY on TB-88-C.Otton, Offensive Pass Interference, 10 yards, enforced at TB 30 - No Play.","Box Score"
"","-1.64","BUF","KC","20","2024-01-21","1","14:52","1","10","(14:52) (Shotgun) 17-J.Allen pass short right to 14-S.Diggs to BUF 35 for 4 yards (27-C.Conner; 32-N.Bolton). FUMBLES (27-C.Conner), touched at BUF 34, ball out of bounds at BUF 35. PENALTY on BUF-86-D.Kincaid, Illegal Bat, 10 yards, enforced at BUF 34.","Box Score"
"","-2.44","HOU","BAL","20","2024-01-20","1","5:17","2","6","(5:17) (Shotgun) 7-C.Stroud pass incomplete short left. PENALTY on HOU-7-C.Stroud, Intentional Grounding, 10 yards, enforced at BAL 32.","Box Score"
