"Rank","Expected Points Added (EPA)","Offense","Defense","Week","Date","Quarter","Time","Down","Distance","Description","Box Scores"
"","0.51","DAL","GB","19","2024-01-14","3","3:50","2","10","(3:50) (Shotgun) 4-D.Prescott pass incomplete short left to 23-R.Dowdle. PENALTY on GB-91-P.Smith, Defensive Offside, 5 yards, enforced at GB 13 - No Play.","Box Score"
"","0.28","LA","DET","19","2024-01-14","2","6:26","1","10","(6:26) (Shotgun) 9-M.Stafford pass incomplete deep right to 89-T.Higbee [54-A.McNeill]. PENALTY on DET-2-C.Gardner-Johnson, Defensive Holding, 5 yards, enforced at LA 46 - No Play.","Box Score"
"","0.18","BUF","PIT","19","2024-01-15","4","10:27","1","10","(10:27) (Shotgun) 76-D.Edwards reported in as eligible.  17-J.Allen pass incomplete deep left to 86-D.Kincaid [95-K.Benton]. PENALTY on PIT-16-M.Jack, Defensive Holding, 5 yards, enforced at BUF 30 - No Play.","Box Score"
"","0.14","DAL","GB","19","2024-01-14","3","3:12","1","2","(3:12) 4-D.Prescott pass incomplete short right to 88-C.Lamb (25-K.Nixon). PENALTY on GB-55-K.Enagbare, Defensive Holding, 1 yard, enforced at GB 2 - No Play. Penalty on GB-37-C.Valentine, Defensive Holding, declined.","Box Score"
"","0.00","DAL","GB","19","2024-01-14","3","3:03","0","0","TWO-POINT CONVERSION ATTEMPT. 4-D.Prescott pass to 87-J.Ferguson is complete. ATTEMPT SUCCEEDS. PENALTY on DAL-18-J.Tolbert, Offensive Pass Interference, 10 yards, enforced at GB 2 - No Play. Penalty on DAL-63-T.Biadasz, Ineligible Downfield Pass, declined.","Box Score"
"","0.00","PHI","TB","19","2024-01-15","2","3:06","0","0","4-J.Elliott extra point is GOOD, Center-45-R.Lovato, Holder-10-B.Mann. PENALTY on TB-27-Z.McCollum, Defensive Offside, 1 yard, enforced at TB 15 - No Play.","Box Score"
"","-0.57","TB","PHI","19","2024-01-15","1","7:07","1","10","(7:07) (Shotgun) PENALTY on TB-10-T.Palmer, False Start, 5 yards, enforced at TB 21 - No Play.","Box Score"
"","-0.65","PHI","TB","19","2024-01-15","2","5:35","1","10","(5:35) (Shotgun) 1-J.Hurts pass incomplete short right to 88-D.Goedert. PENALTY on PHI-51-C.Jurgens, Ineligible Downfield Pass, 5 yards, enforced at PHI 25 - No Play.","Box Score"
"","-0.85","TB","PHI","19","2024-01-15","4","9:13","1","10","(9:13) 77-J.Skule reported in as eligible.  22-C.Edmonds left end to TB 46 for no gain (98-J.Carter). PENALTY on TB-41-K.Kieft, Offensive Holding, 10 yards, enforced at TB 46 - No Play.","Box Score"
"","-0.86","HOU","CLE","19","2024-01-13","2","2:25","1","10","(2:25) 26-D.Singletary left guard pushed ob at CLE 4 for 23 yards (42-T.Fields). PENALTY on HOU-69-S.Mason, Offensive Holding, 10 yards, enforced at CLE 25.","Box Score"
"","-0.87","KC","MIA","19","2024-01-13","4","15:00","2","9","(15:00) (Shotgun) 10-I.Pacheco right end to MIA 25 for 13 yards (5-J.Ramsey). PENALTY on KC-65-T.Smith, Offensive Holding, 10 yards, enforced at MIA 35.","Box Score"
"","-1.11","DET","LA","19","2024-01-14","1","2:42","1","10","(2:42) 26-J.Gibbs left tackle to LA 30 for 3 yards (53-E.Jones, 37-Q.Lake). PENALTY on DET-77-F.Ragnow, Offensive Holding, 10 yards, enforced at LA 33 - No Play.","Box Score"
"","-1.26","GB","DAL","19","2024-01-14","1","0:06","1","6","(:06) 33-A.Jones right end to DAL 1 for 5 yards (2-J.Lewis; 33-D.Clark). PENALTY on GB-85-T.Kraft, Offensive Holding, 10 yards, enforced at DAL 6 - No Play.","Box Score"
"","-1.77","KC","MIA","19","2024-01-13","4","13:23","2","10","(13:23) (Shotgun) 15-P.Mahomes pass incomplete short right [51-D.Long]. PENALTY on KC-15-P.Mahomes, Intentional Grounding, 10 yards, enforced at MIA 17.","Box Score"
